club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season,country,base_club_name,location_new,latitude_new,longitude_new,location_old,latitude_old,longitude_old
NAC Breda,Jethro Mashart,18.0,Left-Back,NAC Breda U19,-,in,Winter,,Eredivisie,2018,2018/2019,Netherlands,NAC Breda,,,,,,
PSV Eindhoven,Michal Sadilek,19.0,Defensive Midfield,PSV U21,-,in,Winter,,Eredivisie,2018,2018/2019,Netherlands,PSV Eindhoven,Eindhoven,51.4392648,5.478633,Eindhoven,51.4392648,5.478633
PSV Eindhoven,Mohamed Ihattaren,16.0,Attacking Midfield,PSV U19,-,in,Winter,,Eredivisie,2018,2018/2019,Netherlands,PSV Eindhoven,Eindhoven,51.4392648,5.478633,Eindhoven,51.4392648,5.478633
FC Utrecht,Nick Venema,19.0,Centre-Forward,Utrecht U21,-,in,Winter,,Eredivisie,2018,2018/2019,Netherlands,Utrecht,Utrecht,52.080985600000005,5.12768396945229,,,
ADO Den Haag,Crysencio Summerville,17.0,Right Winger,Feyenoord U19,loan transfer,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,Feyenoord Rotterdam,,,,Rotterdam,51.9244424,4.47775
ADO Den Haag,Lorenzo van Kleef,18.0,Right-Back,ADO U19,-,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,ADO,,,,,,
ADO Den Haag,Dehninio Muringen,20.0,Centre-Back,ADO U21,-,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,ADO,,,,,,
ADO Den Haag,Nick Kuipers,26.0,Centre-Back,PERSIB,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020,Netherlands,PERSI,,,,,,
Ajax Amsterdam,Sergiño Dest,18.0,Right-Back,Ajax U21,-,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,Ajax Amsterdam,Amsterdam,52.3730796,4.8924534,Amsterdam,52.3730796,4.8924534
Ajax Amsterdam,Jurgen Ekkelenkamp,19.0,Central Midfield,Ajax U21,-,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,Ajax Amsterdam,Amsterdam,52.3730796,4.8924534,Amsterdam,52.3730796,4.8924534
Ajax Amsterdam,Ryan Gravenberch,17.0,Central Midfield,Ajax U21,-,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,Ajax Amsterdam,Amsterdam,52.3730796,4.8924534,Amsterdam,52.3730796,4.8924534
Ajax Amsterdam,Dominik Kotarski,19.0,Goalkeeper,Ajax U21,-,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,Ajax Amsterdam,Amsterdam,52.3730796,4.8924534,Amsterdam,52.3730796,4.8924534
Ajax Amsterdam,Lassina Traoré,18.0,Centre-Forward,Ajax U21,-,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,Ajax Amsterdam,Amsterdam,52.3730796,4.8924534,Amsterdam,52.3730796,4.8924534
Ajax Amsterdam,Noa Lang,20.0,Left Winger,Ajax U21,-,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,Ajax Amsterdam,Amsterdam,52.3730796,4.8924534,Amsterdam,52.3730796,4.8924534
AZ Alkmaar,Zakaria Aboukhlal,19.0,Right Winger,PSV U21,€2.00m,in,Summer,2.0,Eredivisie,2019,2019/2020,Netherlands,PSV Eindhoven,,,,Eindhoven,51.4392648,5.478633
AZ Alkmaar,Ferdy Druijf,21.0,Centre-Forward,AZ Alkmaar U21,-,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,AZ Alkmaar,,,,,,
AZ Alkmaar,Kenzo Goudmijn,17.0,Central Midfield,AZ Alkmaar U19,-,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,AZ Alkmaar,,,,,,
AZ Alkmaar,Joris Kramer,22.0,Centre-Back,AZ Alkmaar U21,-,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,AZ Alkmaar,,,,,,
AZ Alkmaar,Henri Weigelt,21.0,Centre-Back,AZ Alkmaar U21,-,out,Summer,,Eredivisie,2019,2019/2020,Netherlands,AZ Alkmaar,,,,,,
FC Emmen,Leon Sopic,18.0,Centre-Back,NK Rudes U19,free transfer,in,Summer,0.0,Eredivisie,2019,2019/2020,Netherlands,NK Rudes,Emmen,52.75286615,6.952513466208563,,,
FC Emmen,Nikolai Laursen,21.0,Right Winger,PSV U21,?,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,PSV Eindhoven,Emmen,52.75286615,6.952513466208563,Eindhoven,51.4392648,5.478633
FC Emmen,Freddy Quispel,18.0,Centre-Forward,Emmen U19,-,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,Emmen,Emmen,52.75286615,6.952513466208563,,,
FC Emmen,Ruben Roosken,19.0,Left-Back,Emmen U19,-,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,Emmen,Emmen,52.75286615,6.952513466208563,,,
FC Emmen,Robin Jalving,19.0,Goalkeeper,Emmen U19,-,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,Emmen,Emmen,52.75286615,6.952513466208563,,,
Feyenoord Rotterdam,George Johnston,20.0,Centre-Back,Liverpool U23,€300Th.,in,Summer,0.3,Eredivisie,2019,2019/2020,Netherlands,Liverpool FC,Rotterdam,51.9244424,4.47775,Liverpool,53.4071991,-2.99168
Feyenoord Rotterdam,Achraf El Bouchataoui,19.0,Central Midfield,Feyenoord U21,-,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,Feyenoord Rotterdam,Rotterdam,51.9244424,4.47775,Rotterdam,51.9244424,4.47775
Fortuna Sittard,Adnan Ugur,18.0,Central Midfield,FC Brügge U21,free transfer,in,Summer,0.0,Eredivisie,2019,2019/2020,Netherlands,FC Brügge,Sittard,50.9974235,5.8666627,,,
Fortuna Sittard,Patrik Raitanen,18.0,Centre-Back,Liverpool U18,free transfer,in,Summer,0.0,Eredivisie,2019,2019/2020,Netherlands,Liverpool FC,Sittard,50.9974235,5.8666627,Liverpool,53.4071991,-2.99168
Fortuna Sittard,Bassala Sambou,21.0,Centre-Forward,Everton U23,free transfer,in,Summer,0.0,Eredivisie,2019,2019/2020,Netherlands,Everton FC,Sittard,50.9974235,5.8666627,Liverpool,53.4071991,-2.99168
Fortuna Sittard,Leandro Fernandes,19.0,Central Midfield,Juventus U23,loan transfer,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,Juventus FC,Sittard,50.9974235,5.8666627,Turin,45.0677551,7.6824892
Fortuna Sittard,George Cox,21.0,Left-Back,Brighton U23,loan transfer,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,Brighton,Sittard,50.9974235,5.8666627,,,
Fortuna Sittard,Dimitrios Ioannidis,19.0,Defensive Midfield,Fortuna U19,-,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,Fortuna,Sittard,50.9974235,5.8666627,,,
Fortuna Sittard,Nassim el Ablak,19.0,Attacking Midfield,Fortuna U19,-,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,Fortuna,Sittard,50.9974235,5.8666627,,,
FC Groningen,Azor Matusiwa,21.0,Defensive Midfield,Ajax U21,€700Th.,in,Summer,0.7,Eredivisie,2019,2019/2020,Netherlands,Ajax Amsterdam,Groningen,53.2190652,6.5680077,Amsterdam,52.3730796,4.8924534
FC Groningen,Jan de Boer,19.0,Goalkeeper,Heerenveen U19,free transfer,in,Summer,0.0,Eredivisie,2019,2019/2020,Netherlands,Heerenveen,Groningen,53.2190652,6.5680077,,,
FC Groningen,Tapmahoe Sopacua,19.0,Right-Back,Groningen U21,-,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,Groningen,Groningen,53.2190652,6.5680077,,,
FC Groningen,Daniël van Kaam,19.0,Defensive Midfield,Groningen U21,-,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,Groningen,Groningen,53.2190652,6.5680077,,,
FC Groningen,Thijs Dallinga,18.0,Centre-Forward,Groningen U21,-,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,Groningen,Groningen,53.2190652,6.5680077,,,
FC Groningen,Ludovit Reis,19.0,Central Midfield,Barcelona B,€3.25m,out,Summer,3.25,Eredivisie,2019,2019/2020,Netherlands,FC Barcelona,Groningen,53.2190652,6.5680077,Barcelona,41.3828939,2.1774322
SC Heerenveen,Vanja Drkusic,19.0,Centre-Back,Heerenveen U21,-,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,Heerenveen,Heerenveen,52.9984742,5.923148795038062,,,
SC Heerenveen,Arjen van der Heide,17.0,Left Winger,Heerenveen U19,-,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,Heerenveen,Heerenveen,52.9984742,5.923148795038062,,,
SC Heerenveen,Rami Al Hajj,17.0,Attacking Midfield,Heerenveen U19,-,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,Heerenveen,Heerenveen,52.9984742,5.923148795038062,,,
SC Heerenveen,Jan Ras,20.0,Central Midfield,Heerenveen U21,-,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,Heerenveen,Heerenveen,52.9984742,5.923148795038062,,,
SC Heerenveen,Hamdi Akujobi,19.0,Right-Back,Heerenveen U19,-,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,Heerenveen,Heerenveen,52.9984742,5.923148795038062,,,
SC Heerenveen,Sven Botman,19.0,Centre-Back,Ajax U21,loan transfer,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,Ajax Amsterdam,Heerenveen,52.9984742,5.923148795038062,Amsterdam,52.3730796,4.8924534
SC Heerenveen,Dennis Johnsen,21.0,Left Winger,Ajax U21,"End of loanJun 30, 2019",out,Summer,,Eredivisie,2019,2019/2020,Netherlands,Ajax Amsterdam,Heerenveen,52.9984742,5.923148795038062,Amsterdam,52.3730796,4.8924534
Heracles Almelo,Mohamed Amissi,19.0,Left Winger,NAC Breda U19,free transfer,in,Summer,0.0,Eredivisie,2019,2019/2020,Netherlands,NAC Breda,,,,,,
Heracles Almelo,Teun Bijleveld,21.0,Central Midfield,Ajax U21,?,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,Ajax Amsterdam,,,,Amsterdam,52.3730796,4.8924534
Heracles Almelo,Navajo Bakboord,20.0,Right-Back,Ajax U21,?,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,Ajax Amsterdam,,,,Amsterdam,52.3730796,4.8924534
PEC Zwolle,Dennis Johnsen,21.0,Left Winger,Ajax U21,loan transfer,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,Ajax Amsterdam,,,,Amsterdam,52.3730796,4.8924534
PEC Zwolle,Dean Huiberts,19.0,Central Midfield,PEC Zwolle U21,-,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,PEC Zwolle,,,,,,
RKC Waalwijk,Lennerd Daneels,21.0,Left Winger,PSV U21,free transfer,in,Summer,0.0,Eredivisie,2019,2019/2020,Netherlands,PSV Eindhoven,Waalwijk,51.687337150000005,5.017307939950269,Eindhoven,51.4392648,5.478633
RKC Waalwijk,Nando Nöstlinger,21.0,Central Midfield,Antwerp U21,free transfer,in,Summer,0.0,Eredivisie,2019,2019/2020,Netherlands,Antwerp,Waalwijk,51.687337150000005,5.017307939950269,,,
RKC Waalwijk,David Panka,19.0,Left Winger,RKC U21,-,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,RKC,Waalwijk,51.687337150000005,5.017307939950269,,,
RKC Waalwijk,Jari Koenraat,23.0,Right Winger,RKC U21,-,out,Summer,,Eredivisie,2019,2019/2020,Netherlands,RKC,Waalwijk,51.687337150000005,5.017307939950269,,,
RKC Waalwijk,Nikki Baggerman,21.0,Defensive Midfield,RKC U21,-,out,Summer,,Eredivisie,2019,2019/2020,Netherlands,RKC,Waalwijk,51.687337150000005,5.017307939950269,,,
Sparta Rotterdam,Abdallah Aberkane,19.0,Right-Back,Ajax U19,free transfer,in,Summer,0.0,Eredivisie,2019,2019/2020,Netherlands,Ajax Amsterdam,,,,Amsterdam,52.3730796,4.8924534
Sparta Rotterdam,Laros Duarte,22.0,Defensive Midfield,PSV U21,?,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,PSV Eindhoven,,,,Eindhoven,51.4392648,5.478633
Sparta Rotterdam,Joël Piroe,20.0,Centre-Forward,PSV U21,loan transfer,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,PSV Eindhoven,,,,Eindhoven,51.4392648,5.478633
Sparta Rotterdam,Elayis Tavsan,18.0,Right Winger,Sparta U21,-,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,Sparta,,,,,,
Sparta Rotterdam,Lorenzo Fonseca,21.0,Centre-Back,Sparta U21,-,out,Summer,,Eredivisie,2019,2019/2020,Netherlands,Sparta,,,,,,
Sparta Rotterdam,Bradley Martis,20.0,Left-Back,Sparta U21,-,out,Summer,,Eredivisie,2019,2019/2020,Netherlands,Sparta,,,,,,
Sparta Rotterdam,Ayoub Boukhari,22.0,Attacking Midfield,Sparta U21,-,out,Summer,,Eredivisie,2019,2019/2020,Netherlands,Sparta,,,,,,
Sparta Rotterdam,Fankaty Dabo,23.0,Right-Back,Chelsea U23,"End of loanJun 30, 2019",out,Summer,,Eredivisie,2019,2019/2020,Netherlands,Chelsea FC,,,,London Borough of Hammersmith and Fulham,51.4983142,-0.2278781835822244
Twente Enschede FC,Julio Pleguezuelo,22.0,Centre-Back,Arsenal U23,free transfer,in,Summer,0.0,Eredivisie,2019,2019/2020,Netherlands,Arsenal FC,Enschede,52.2209855,6.8940537,London Borough of Islington,51.54703495,-0.1016584495225962
Twente Enschede FC,Oriol Busquets,20.0,Defensive Midfield,Barcelona B,loan transfer,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,FC Barcelona,Enschede,52.2209855,6.8940537,Barcelona,41.3828939,2.1774322
Twente Enschede FC,Joel Latibeaudiere,19.0,Centre-Back,Man City U23,loan transfer,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,Manchester City,Enschede,52.2209855,6.8940537,Manchester,53.4794892,-2.2451148
Twente Enschede FC,Godfried Roemeratoe,19.0,Defensive Midfield,FC Twente U21,-,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,Twente Enschede FC,Enschede,52.2209855,6.8940537,Enschede,52.2209855,6.8940537
Twente Enschede FC,Matt Smith,19.0,Defensive Midfield,Man City U23,"End of loanJun 30, 2019",out,Summer,,Eredivisie,2019,2019/2020,Netherlands,Manchester City,Enschede,52.2209855,6.8940537,Manchester,53.4794892,-2.2451148
FC Utrecht,Justin Lonwijk,19.0,Central Midfield,PSV U21,free transfer,in,Summer,0.0,Eredivisie,2019,2019/2020,Netherlands,PSV Eindhoven,Utrecht,52.080985600000005,5.12768396945229,Eindhoven,51.4392648,5.478633
FC Utrecht,Maarten Paes,21.0,Goalkeeper,Utrecht U21,-,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,Utrecht,Utrecht,52.080985600000005,5.12768396945229,,,
FC Utrecht,Thijmen Nijhuis,20.0,Goalkeeper,Utrecht U21,-,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,Utrecht,Utrecht,52.080985600000005,5.12768396945229,,,
Vitesse Arnhem,Richie Musaba,18.0,Attacking Midfield,Vitesse U21,-,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,Vitesse Arnhem,Arnhem,51.984257,5.9108573,Arnhem,51.984257,5.9108573
Vitesse Arnhem,Özgür Aktas,22.0,Centre-Back,Vitesse U21,-,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,Vitesse Arnhem,Arnhem,51.984257,5.9108573,Arnhem,51.984257,5.9108573
Vitesse Arnhem,Patrick Vroegh,19.0,Central Midfield,Vitesse U21,-,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,Vitesse Arnhem,Arnhem,51.984257,5.9108573,Arnhem,51.984257,5.9108573
Vitesse Arnhem,Bilal Bayazit,20.0,Goalkeeper,Vitesse U21,-,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,Vitesse Arnhem,Arnhem,51.984257,5.9108573,Arnhem,51.984257,5.9108573
VVV-Venlo,Aaron Bastiaans,17.0,Left Winger,VVV U19,-,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,VVV,,,,,,
VVV-Venlo,Sem Steijn,17.0,Attacking Midfield,ADO U19,"End of loanJun 30, 2019",out,Summer,,Eredivisie,2019,2019/2020,Netherlands,ADO,,,,,,
Willem II Tilburg,Ché Nunnely,20.0,Right Winger,Ajax U21,?,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,Ajax Amsterdam,,,,Amsterdam,52.3730796,4.8924534
Willem II Tilburg,Justin Ogenia,20.0,Right-Back,Willem II U21,-,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,Willem II,,,,,,
Willem II Tilburg,Rick Zuijderwijk,18.0,Attacking Midfield,Willem II U19,-,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,Willem II,,,,,,
Willem II Tilburg,Connor van den Berg,18.0,Goalkeeper,Willem II U19,-,in,Summer,,Eredivisie,2019,2019/2020,Netherlands,Willem II,,,,,,
ADO Den Haag,Sam Stubbs,21.0,Centre-Back,Boro U23,loan transfer,in,Winter,,Eredivisie,2019,2019/2020,Netherlands,Boro,,,,,,
ADO Den Haag,Mats van Kins,21.0,Central Midfield,ADO U21,-,out,Winter,,Eredivisie,2019,2019/2020,Netherlands,ADO,,,,,,
Fortuna Sittard,Nikolai Baden Frederiksen,19.0,Centre-Forward,Juventus U23,loan transfer,in,Winter,,Eredivisie,2019,2019/2020,Netherlands,Juventus FC,Sittard,50.9974235,5.8666627,Turin,45.0677551,7.6824892
FC Groningen,Romano Postema,17.0,Centre-Forward,Groningen U19,-,in,Winter,,Eredivisie,2019,2019/2020,Netherlands,Groningen,Groningen,53.2190652,6.5680077,,,
FC Groningen,Kaj Sierhuis,21.0,Centre-Forward,Ajax U21,"End of loanJan 30, 2020",out,Winter,,Eredivisie,2019,2019/2020,Netherlands,Ajax Amsterdam,Groningen,53.2190652,6.5680077,Amsterdam,52.3730796,4.8924534
PSV Eindhoven,Jordan Teze,20.0,Centre-Back,PSV U21,-,in,Winter,,Eredivisie,2019,2019/2020,Netherlands,PSV Eindhoven,Eindhoven,51.4392648,5.478633,Eindhoven,51.4392648,5.478633
PSV Eindhoven,Noni Madueke,18.0,Right Winger,PSV U21,-,in,Winter,,Eredivisie,2019,2019/2020,Netherlands,PSV Eindhoven,Eindhoven,51.4392648,5.478633,Eindhoven,51.4392648,5.478633
Twente Enschede FC,Jesse Bosch,19.0,Central Midfield,FC Twente U21,-,in,Winter,,Eredivisie,2019,2019/2020,Netherlands,Twente Enschede FC,Enschede,52.2209855,6.8940537,Enschede,52.2209855,6.8940537
FC Utrecht,David Jensen,27.0,Goalkeeper,New York RB,?,out,Winter,,Eredivisie,2019,2019/2020,Netherlands,New York R,Utrecht,52.080985600000005,5.12768396945229,,,
ADO Den Haag,Kees de Boer,20.0,Central Midfield,Swansea U21,free transfer,in,Summer,0.0,Eredivisie,2020,2020/2021,Netherlands,Swansea,,,,,,
ADO Den Haag,Amar Catic,21.0,Right Winger,PSV U21,free transfer,in,Summer,0.0,Eredivisie,2020,2020/2021,Netherlands,PSV Eindhoven,,,,Eindhoven,51.4392648,5.478633
ADO Den Haag,Pascu,20.0,Central Midfield,Valencia B,free transfer,in,Summer,0.0,Eredivisie,2020,2020/2021,Netherlands,Valencia CF,,,,Valencia,39.4697065,-0.3763353
ADO Den Haag,Vicente Besuijen,19.0,Right Winger,Roma U19,free transfer,in,Summer,0.0,Eredivisie,2020,2020/2021,Netherlands,AS Roma,,,,Rome,41.8933203,12.4829321
ADO Den Haag,Boy Kemper,21.0,Left-Back,Ajax U21,?,in,Summer,,Eredivisie,2020,2020/2021,Netherlands,Ajax Amsterdam,,,,Amsterdam,52.3730796,4.8924534
ADO Den Haag,Dario Del Fabro,25.0,Centre-Back,Juventus U23,loan transfer,in,Summer,,Eredivisie,2020,2020/2021,Netherlands,Juventus FC,,,,Turin,45.0677551,7.6824892
ADO Den Haag,Jamal Amofa,21.0,Centre-Back,ADO U21,-,in,Summer,,Eredivisie,2020,2020/2021,Netherlands,ADO,,,,,,
ADO Den Haag,Youri Schoonderwaldt,20.0,Goalkeeper,ADO U21,-,in,Summer,,Eredivisie,2020,2020/2021,Netherlands,ADO,,,,,,
ADO Den Haag,Evan Rottier,18.0,Centre-Forward,ADO U19,-,in,Summer,,Eredivisie,2020,2020/2021,Netherlands,ADO,,,,,,
ADO Den Haag,Sam Stubbs,21.0,Centre-Back,Boro U23,"End of loanJun 30, 2020",out,Summer,,Eredivisie,2020,2020/2021,Netherlands,Boro,,,,,,
Ajax Amsterdam,Jurrien Timber,19.0,Centre-Back,Ajax U21,-,in,Summer,,Eredivisie,2020,2020/2021,Netherlands,Ajax Amsterdam,Amsterdam,52.3730796,4.8924534,Amsterdam,52.3730796,4.8924534
AZ Alkmaar,Juan Familia-Castillo,20.0,Left-Back,Chelsea U23,loan transfer,in,Summer,,Eredivisie,2020,2020/2021,Netherlands,Chelsea FC,,,,London Borough of Hammersmith and Fulham,51.4983142,-0.2278781835822244
AZ Alkmaar,Mohamed Taabouni,18.0,Left Winger,AZ Alkmaar U21,-,in,Summer,,Eredivisie,2020,2020/2021,Netherlands,AZ Alkmaar,,,,,,
AZ Alkmaar,Mees Bakker,19.0,Goalkeeper,AZ Alkmaar U21,-,in,Summer,,Eredivisie,2020,2020/2021,Netherlands,AZ Alkmaar,,,,,,
AZ Alkmaar,Thijs Oosting,20.0,Attacking Midfield,AZ Alkmaar U21,-,in,Summer,,Eredivisie,2020,2020/2021,Netherlands,AZ Alkmaar,,,,,,
FC Emmen,Sekou Sidibe,19.0,Right Winger,PSV U21,free transfer,in,Summer,0.0,Eredivisie,2020,2020/2021,Netherlands,PSV Eindhoven,Emmen,52.75286615,6.952513466208563,Eindhoven,51.4392648,5.478633
FC Emmen,Lucas Bernadou,19.0,Defensive Midfield,Paris SG B,free transfer,in,Summer,0.0,Eredivisie,2020,2020/2021,Netherlands,Paris Saint-Germain,Emmen,52.75286615,6.952513466208563,Paris,48.8534951,2.3483915
Feyenoord Rotterdam,Francesco Antonucci,21.0,Attacking Midfield,Monaco B,€2.20m,in,Summer,2.2,Eredivisie,2020,2020/2021,Netherlands,AS Monaco,Rotterdam,51.9244424,4.47775,Monaco,43.7323492,7.4276832
Feyenoord Rotterdam,Dylan Vente,21.0,Centre-Forward,Feyenoord U21,-,out,Summer,,Eredivisie,2020,2020/2021,Netherlands,Feyenoord Rotterdam,Rotterdam,51.9244424,4.47775,Rotterdam,51.9244424,4.47775
Fortuna Sittard,George Cox,22.0,Left-Back,Brighton U23,€50Th.,in,Summer,0.05,Eredivisie,2020,2020/2021,Netherlands,Brighton,Sittard,50.9974235,5.8666627,,,
Fortuna Sittard,Veron Parkes,18.0,Second Striker,West Ham U18,free transfer,in,Summer,0.0,Eredivisie,2020,2020/2021,Netherlands,West Ham,Sittard,50.9974235,5.8666627,,,
Fortuna Sittard,Patrik Raitanen,19.0,Centre-Back,SPAL U19,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021,Netherlands,SPAL,Sittard,50.9974235,5.8666627,,,
Fortuna Sittard,Nikolai Baden Frederiksen,20.0,Centre-Forward,Juventus U23,"End of loanJun 30, 2020",out,Summer,,Eredivisie,2020,2020/2021,Netherlands,Juventus FC,Sittard,50.9974235,5.8666627,Turin,45.0677551,7.6824892
Fortuna Sittard,Leandro Fernandes,20.0,Central Midfield,Juventus U23,"End of loanJun 30, 2020",out,Summer,,Eredivisie,2020,2020/2021,Netherlands,Juventus FC,Sittard,50.9974235,5.8666627,Turin,45.0677551,7.6824892
FC Groningen,Tomas Suslov,18.0,Attacking Midfield,Groningen U19,-,in,Summer,,Eredivisie,2020,2020/2021,Netherlands,Groningen,Groningen,53.2190652,6.5680077,,,
FC Groningen,Joël van Kaam,18.0,Right-Back,Groningen U19,-,in,Summer,,Eredivisie,2020,2020/2021,Netherlands,Groningen,Groningen,53.2190652,6.5680077,,,
FC Groningen,Nicklas Strunck Jakobsen,21.0,Central Midfield,Esbjerg fB,loan transfer,out,Summer,,Eredivisie,2020,2020/2021,Netherlands,Esbjerg f,Groningen,53.2190652,6.5680077,,,
SC Heerenveen,Rein Smit,19.0,Centre-Forward,Heerenveen U19,-,in,Summer,,Eredivisie,2020,2020/2021,Netherlands,Heerenveen,Heerenveen,52.9984742,5.923148795038062,,,
SC Heerenveen,Sven Botman,20.0,Centre-Back,Ajax U21,"End of loanJun 30, 2020",out,Summer,,Eredivisie,2020,2020/2021,Netherlands,Ajax Amsterdam,Heerenveen,52.9984742,5.923148795038062,Amsterdam,52.3730796,4.8924534
Heracles Almelo,Elias Oubella,19.0,Centre-Back,1.FC Köln U19,free transfer,in,Summer,0.0,Eredivisie,2020,2020/2021,Netherlands,1.FC Köln,,,,,,
Heracles Almelo,Rohat Agca,18.0,Central Midfield,FC Twente U19,-,in,Summer,,Eredivisie,2020,2020/2021,Netherlands,Twente Enschede FC,,,,Enschede,52.2209855,6.8940537
PEC Zwolle,Slobodan Tedic,20.0,Centre-Forward,Man City U23,loan transfer,in,Summer,,Eredivisie,2020,2020/2021,Netherlands,Manchester City,,,,Manchester,53.4794892,-2.2451148
PEC Zwolle,Marc-Olivier Doué,19.0,Centre-Back,PEC Zwolle U21,-,in,Summer,,Eredivisie,2020,2020/2021,Netherlands,PEC Zwolle,,,,,,
PEC Zwolle,Eliano Reijnders,19.0,Attacking Midfield,PEC Zwolle U21,-,in,Summer,,Eredivisie,2020,2020/2021,Netherlands,PEC Zwolle,,,,,,
PEC Zwolle,Thomas van den Belt,19.0,Defensive Midfield,PEC Zwolle U21,-,in,Summer,,Eredivisie,2020,2020/2021,Netherlands,PEC Zwolle,,,,,,
PEC Zwolle,Destan Bajselmani,21.0,Right-Back,PEC Zwolle U21,-,in,Summer,,Eredivisie,2020,2020/2021,Netherlands,PEC Zwolle,,,,,,
PEC Zwolle,Jarno Westerman,18.0,Right Winger,PEC Zwolle U19,-,in,Summer,,Eredivisie,2020,2020/2021,Netherlands,PEC Zwolle,,,,,,
PEC Zwolle,Dennis Johnsen,22.0,Left Winger,Ajax U21,"End of loanJun 30, 2020",out,Summer,,Eredivisie,2020,2020/2021,Netherlands,Ajax Amsterdam,,,,Amsterdam,52.3730796,4.8924534
PSV Eindhoven,Maxime Delanghe,19.0,Goalkeeper,PSV U21,-,in,Summer,,Eredivisie,2020,2020/2021,Netherlands,PSV Eindhoven,Eindhoven,51.4392648,5.478633,Eindhoven,51.4392648,5.478633
PSV Eindhoven,Joël Piroe,20.0,Centre-Forward,PSV U21,-,in,Summer,,Eredivisie,2020,2020/2021,Netherlands,PSV Eindhoven,Eindhoven,51.4392648,5.478633,Eindhoven,51.4392648,5.478633
RKC Waalwijk,David Min,21.0,Centre-Forward,RKC U21,-,in,Summer,,Eredivisie,2020,2020/2021,Netherlands,RKC,Waalwijk,51.687337150000005,5.017307939950269,,,
RKC Waalwijk,Sebbe Augustijns,20.0,Central Midfield,RKC U21,-,in,Summer,,Eredivisie,2020,2020/2021,Netherlands,RKC,Waalwijk,51.687337150000005,5.017307939950269,,,
RKC Waalwijk,Morad El Haddouti,22.0,Right Winger,RKC U21,-,in,Summer,,Eredivisie,2020,2020/2021,Netherlands,RKC,Waalwijk,51.687337150000005,5.017307939950269,,,
RKC Waalwijk,Luuk Wouters,21.0,Left-Back,RKC U21,-,in,Summer,,Eredivisie,2020,2020/2021,Netherlands,RKC,Waalwijk,51.687337150000005,5.017307939950269,,,
RKC Waalwijk,Teun van Grunsven,20.0,Centre-Back,RKC U21,-,in,Summer,,Eredivisie,2020,2020/2021,Netherlands,RKC,Waalwijk,51.687337150000005,5.017307939950269,,,
