club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season,country,base_club_name,location_new,latitude_new,longitude_new,location_old,latitude_old,longitude_old
Chelsea FC,Samuele Dalla Bona,18.0,Central Midfield,Chelsea U18,-,in,Summer,,Premier League,1999,1999/2000,England,Chelsea,London Borough of Hammersmith and Fulham,51.4983142,-0.2278781835822244,,,
Chelsea FC,Danny Slatter,18.0,midfield,Chelsea U18,-,in,Summer,,Premier League,1999,1999/2000,England,Chelsea,London Borough of Hammersmith and Fulham,51.4983142,-0.2278781835822244,,,
Chelsea FC,Joe Keenan,16.0,Left-Back,Chelsea U18,-,in,Summer,,Premier League,1999,1999/2000,England,Chelsea,London Borough of Hammersmith and Fulham,51.4983142,-0.2278781835822244,,,
Sheffield Wednesday,Steve Haslam,19.0,Right-Back,Sheff Wed U18,-,in,Summer,,Premier League,1999,1999/2000,England,Sheff Wed,,,,,,
Sheffield Wednesday,Tony Crane,16.0,defence,Sheff Wed U18,-,in,Summer,,Premier League,1999,1999/2000,England,Sheff Wed,,,,,,
Bradford City,Scott Kerr,17.0,Central Midfield,Bradford U18,-,in,Summer,,Premier League,1999,1999/2000,England,Bradford,,,,,,
Watford FC,Steve Brooker,18.0,Centre-Forward,Watford U18,-,in,Summer,,Premier League,1999,1999/2000,England,Watford,,,,,,
Wimbledon FC,Wayne Gray,18.0,Centre-Forward,Wimbledon U19,-,in,Summer,,Premier League,1999,1999/2000,England,Wimbledon,,,,,,
Wimbledon FC,Robert Owusu Ansah,19.0,midfield,Wimbledon U19,-,in,Summer,,Premier League,1999,1999/2000,England,Wimbledon,,,,,,
Wimbledon FC,Bryn Halliwell,18.0,Goalkeeper,Wimbledon U19,-,in,Summer,,Premier League,1999,1999/2000,England,Wimbledon,,,,,,
Coventry City,Chukki Eribenne,18.0,Centre-Forward,Coventry U18,-,in,Summer,,Premier League,1999,1999/2000,England,Coventry,,,,,,
Coventry City,Lee Fowler,16.0,Central Midfield,Coventry U18,-,in,Summer,,Premier League,1999,1999/2000,England,Coventry,,,,,,
Coventry City,Gary Montgomery,16.0,Goalkeeper,Coventry U18,-,in,Summer,,Premier League,1999,1999/2000,England,Coventry,,,,,,
Coventry City,Gary McSheffrey,16.0,Left Winger,Coventry U18,-,in,Summer,,Premier League,1999,1999/2000,England,Coventry,,,,,,
Coventry City,Chris Kirkland,18.0,Goalkeeper,Coventry U18,-,in,Summer,,Premier League,1999,1999/2000,England,Coventry,,,,,,
Coventry City,Graeme Mathie,16.0,Centre-Back,Coventry U18,-,in,Summer,,Premier League,1999,1999/2000,England,Coventry,,,,,,
Manchester United,Luke Chadwick,18.0,Attacking Midfield,Man Utd Res.,-,in,Summer,,Premier League,1999,1999/2000,England,Man Utd,"Trafford, Greater Manchester",53.41893605,-2.359297161165271,,,
Manchester United,Danny Webber,17.0,Centre-Forward,Man Utd U18,-,in,Summer,,Premier League,1999,1999/2000,England,Man Utd,"Trafford, Greater Manchester",53.41893605,-2.359297161165271,,,
Newcastle United,Stuart Green,18.0,Right Winger,Newcastle U18,-,in,Summer,,Premier League,1999,1999/2000,England,Newcastle,Newcastle upon Tyne,54.9738474,-1.6131572,,,
Newcastle United,Stephen Brennan,16.0,Defensive Midfield,Newcastle U18,-,in,Summer,,Premier League,1999,1999/2000,England,Newcastle,Newcastle upon Tyne,54.9738474,-1.6131572,,,
Middlesbrough FC,Mark Hudson,18.0,Central Midfield,Boro U18,-,in,Summer,,Premier League,1999,1999/2000,England,Boro,,,,,,
Middlesbrough FC,Sean Prunty,18.0,defence,Boro U18,-,in,Summer,,Premier League,1999,1999/2000,England,Boro,,,,,,
Arsenal FC,Ashley Cole,18.0,Left-Back,Arsenal Res.,-,in,Summer,,Premier League,1999,1999/2000,England,Arsenal,London Borough of Islington,51.54703495,-0.1016584495225962,,,
Arsenal FC,Rhys Weston,18.0,Right-Back,Arsenal U18,-,in,Summer,,Premier League,1999,1999/2000,England,Arsenal,London Borough of Islington,51.54703495,-0.1016584495225962,,,
Arsenal FC,Graham Barrett,17.0,Centre-Forward,Arsenal U18,-,in,Summer,,Premier League,1999,1999/2000,England,Arsenal,London Borough of Islington,51.54703495,-0.1016584495225962,,,
Aston Villa,John McGrath,19.0,Left Midfield,Aston Villa U18,-,in,Summer,,Premier League,1999,1999/2000,England,Aston Villa,"Aston, Birmingham",52.5006916,-1.8841916,"Aston, Birmingham",52.5006916,-1.8841916
West Ham United,Jermain Defoe,16.0,Centre-Forward,Charlton U18,€1.73m,in,Summer,1.73,Premier League,1999,1999/2000,England,Charlton,London Borough of Newham,51.5300157,0.0293090787885137,,,
West Ham United,Shaun Byrne,18.0,Left-Back,West Ham U18,-,in,Summer,,Premier League,1999,1999/2000,England,West Ham,London Borough of Newham,51.5300157,0.0293090787885137,,,
West Ham United,Stevland Angus,18.0,Centre-Back,West Ham U18,-,in,Summer,,Premier League,1999,1999/2000,England,West Ham,London Borough of Newham,51.5300157,0.0293090787885137,,,
West Ham United,Bertie Brayley,17.0,Centre-Forward,West Ham U18,-,in,Summer,,Premier League,1999,1999/2000,England,West Ham,London Borough of Newham,51.5300157,0.0293090787885137,,,
West Ham United,Richard García,17.0,Second Striker,West Ham U18,-,in,Summer,,Premier League,1999,1999/2000,England,West Ham,London Borough of Newham,51.5300157,0.0293090787885137,,,
West Ham United,Terrell Forbes,17.0,Centre-Back,West Ham U18,-,in,Summer,,Premier League,1999,1999/2000,England,West Ham,London Borough of Newham,51.5300157,0.0293090787885137,,,
West Ham United,Michael Carrick,17.0,Defensive Midfield,West Ham U18,-,in,Summer,,Premier League,1999,1999/2000,England,West Ham,London Borough of Newham,51.5300157,0.0293090787885137,,,
Sunderland AFC,Kim Heiselberg,21.0,Centre-Back,Esbjerg fB,"End of loanJun 30, 1999",in,Summer,,Premier League,1999,1999/2000,England,Esbjerg f,,,,,,
Tottenham Hotspur,John Piercy,19.0,midfield,Tottenham Res.,-,in,Summer,,Premier League,1999,1999/2000,England,Tottenham,London Borough of Haringey,51.58792985,-0.10541771297992,,,
Tottenham Hotspur,David Lee,19.0,midfield,Spurs U18,-,in,Summer,,Premier League,1999,1999/2000,England,Spurs,London Borough of Haringey,51.58792985,-0.10541771297992,,,
Liverpool FC,Ian Dunbavin,19.0,Goalkeeper,Liverpool U18,-,in,Summer,,Premier League,1999,1999/2000,England,Liverpool,Liverpool,53.4071991,-2.99168,,,
Liverpool FC,Leyton Maxwell,19.0,Central Midfield,Liverpool Res.,-,in,Summer,,Premier League,1999,1999/2000,England,Liverpool,Liverpool,53.4071991,-2.99168,,,
Everton FC,Gary Dempsey,18.0,Central Midfield,Everton U18,-,in,Summer,,Premier League,1999,1999/2000,England,Everton,Liverpool,53.4071991,-2.99168,,,
Derby County,Chris Riggott,18.0,Centre-Back,Derby U18,-,in,Summer,,Premier League,1999,1999/2000,England,Derby,,,,,,
Derby County,Ian Evatt,17.0,Centre-Back,Derby U18,-,in,Summer,,Premier League,1999,1999/2000,England,Derby,,,,,,
Chelsea FC,John Terry,19.0,Centre-Back,Chelsea U18,-,in,Winter,,Premier League,1999,1999/2000,England,Chelsea,London Borough of Hammersmith and Fulham,51.4983142,-0.2278781835822244,,,
Leicester City,Jordan Stewart,17.0,Left-Back,Leicester U18,-,in,Winter,,Premier League,1999,1999/2000,England,Leicester,Leicester,52.6362,-1.1331969,,,
Manchester United,Lee Roche,19.0,Right-Back,Man Utd Res.,-,in,Winter,,Premier League,1999,1999/2000,England,Man Utd,"Trafford, Greater Manchester",53.41893605,-2.359297161165271,,,
Manchester United,Michael Stewart,18.0,Central Midfield,Man Utd U18,-,in,Winter,,Premier League,1999,1999/2000,England,Man Utd,"Trafford, Greater Manchester",53.41893605,-2.359297161165271,,,
Leeds United,Chad Harpur,17.0,Goalkeeper,Chelsea U18,free transfer,in,Summer,0.0,Premier League,2000,2000/2001,England,Chelsea,Leeds,53.7974185,-1.5437941,,,
Leeds United,Harpal Singh,18.0,Left Midfield,Leeds U18,-,in,Summer,,Premier League,2000,2000/2001,England,Leeds,Leeds,53.7974185,-1.5437941,,,
Leicester City,Jon Ashton,17.0,Centre-Back,Leicester U18,-,in,Summer,,Premier League,2000,2000/2001,England,Leicester,Leicester,52.6362,-1.1331969,,,
Leicester City,Matt Heath,18.0,Centre-Back,Leicester U18,-,in,Summer,,Premier League,2000,2000/2001,England,Leicester,Leicester,52.6362,-1.1331969,,,
Leicester City,Matt Piper,18.0,Right Midfield,Leicester U18,-,in,Summer,,Premier League,2000,2000/2001,England,Leicester,Leicester,52.6362,-1.1331969,,,
Coventry City,Jay Bothroyd,18.0,Centre-Forward,Arsenal U18,€1.50m,in,Summer,1.5,Premier League,2000,2000/2001,England,Arsenal,,,,,,
Coventry City,Stephen McPhee,19.0,attack,Coventry U18,-,in,Summer,,Premier League,2000,2000/2001,England,Coventry,,,,,,
Coventry City,Calum Davenport,17.0,defence,Coventry U18,-,in,Summer,,Premier League,2000,2000/2001,England,Coventry,,,,,,
Manchester United,Alan Tate,17.0,Centre-Back,Man Utd U18,-,in,Summer,,Premier League,2000,2000/2001,England,Man Utd,"Trafford, Greater Manchester",53.41893605,-2.359297161165271,,,
Manchester United,Paul Tierney,17.0,Left-Back,Man Utd U18,-,in,Summer,,Premier League,2000,2000/2001,England,Man Utd,"Trafford, Greater Manchester",53.41893605,-2.359297161165271,,,
Manchester United,Jimmy Davis,18.0,Left Winger,Man Utd U18,-,in,Summer,,Premier League,2000,2000/2001,England,Man Utd,"Trafford, Greater Manchester",53.41893605,-2.359297161165271,,,
Newcastle United,Kevin Gall,18.0,Centre-Forward,Newcastle U18,-,in,Summer,,Premier League,2000,2000/2001,England,Newcastle,Newcastle upon Tyne,54.9738474,-1.6131572,,,
Newcastle United,Mark Boyd,18.0,midfield,Newcastle U18,-,in,Summer,,Premier League,2000,2000/2001,England,Newcastle,Newcastle upon Tyne,54.9738474,-1.6131572,,,
Newcastle United,Shola Ameobi,18.0,Centre-Forward,Newcastle U18,-,in,Summer,,Premier League,2000,2000/2001,England,Newcastle,Newcastle upon Tyne,54.9738474,-1.6131572,,,
Newcastle United,Brian Kerr,18.0,Defensive Midfield,Newcastle Res.,-,in,Summer,,Premier League,2000,2000/2001,England,Newcastle,Newcastle upon Tyne,54.9738474,-1.6131572,,,
Ipswich Town,Nabil Abidallah,17.0,midfield,Ajax U18,free transfer,in,Summer,0.0,Premier League,2000,2000/2001,England,Ajax,,,,,,
Ipswich Town,Guillermo Graaven,18.0,midfield,Ajax U19,?,in,Summer,,Premier League,2000,2000/2001,England,Ajax,,,,,,
Ipswich Town,Justin Miller,19.0,Centre-Back,Ipswich U18,-,in,Summer,,Premier League,2000,2000/2001,England,Ipswich,,,,,,
Ipswich Town,Adam Miller,18.0,Central Midfield,Ipswich U18,-,in,Summer,,Premier League,2000,2000/2001,England,Ipswich,,,,,,
Middlesbrough FC,Sam Russell,17.0,Goalkeeper,Boro U18,-,in,Summer,,Premier League,2000,2000/2001,England,Boro,,,,,,
Middlesbrough FC,Christian Hanson,18.0,defence,Boro U18,-,in,Summer,,Premier League,2000,2000/2001,England,Boro,,,,,,
Middlesbrough FC,Stuart Parnaby,17.0,Right-Back,Boro U18,-,in,Summer,,Premier League,2000,2000/2001,England,Boro,,,,,,
Middlesbrough FC,Brad Jones,18.0,Goalkeeper,Boro U18,-,in,Summer,,Premier League,2000,2000/2001,England,Boro,,,,,,
Chelsea FC,Sam Parkin,19.0,Centre-Forward,Chelsea U18,-,in,Summer,,Premier League,2000,2000/2001,England,Chelsea,London Borough of Hammersmith and Fulham,51.4983142,-0.2278781835822244,,,
Chelsea FC,Warren Cummings,19.0,Left-Back,Chelsea U18,-,in,Summer,,Premier League,2000,2000/2001,England,Chelsea,London Borough of Hammersmith and Fulham,51.4983142,-0.2278781835822244,,,
Chelsea FC,Neil Barrett,18.0,Right Midfield,Chelsea U18,-,in,Summer,,Premier League,2000,2000/2001,England,Chelsea,London Borough of Hammersmith and Fulham,51.4983142,-0.2278781835822244,,,
Aston Villa,Thomas Hitzlsperger,18.0,Central Midfield,FC Bayern U19,free transfer,in,Summer,0.0,Premier League,2000,2000/2001,England,FC Bayern,"Aston, Birmingham",52.5006916,-1.8841916,,,
Aston Villa,Stephen Cooke,17.0,Right Midfield,Aston Villa U18,-,in,Summer,,Premier League,2000,2000/2001,England,Aston Villa,"Aston, Birmingham",52.5006916,-1.8841916,"Aston, Birmingham",52.5006916,-1.8841916
Aston Villa,Jay Smith,18.0,Central Midfield,Aston Villa U18,-,in,Summer,,Premier League,2000,2000/2001,England,Aston Villa,"Aston, Birmingham",52.5006916,-1.8841916,"Aston, Birmingham",52.5006916,-1.8841916
Aston Villa,Jonathan Bewers,17.0,Right-Back,Aston Villa U18,-,in,Summer,,Premier League,2000,2000/2001,England,Aston Villa,"Aston, Birmingham",52.5006916,-1.8841916,"Aston, Birmingham",52.5006916,-1.8841916
Aston Villa,Mark DeBolla,17.0,attack,Aston Villa U18,-,in,Summer,,Premier League,2000,2000/2001,England,Aston Villa,"Aston, Birmingham",52.5006916,-1.8841916,"Aston, Birmingham",52.5006916,-1.8841916
Arsenal FC,Liam Chilvers,18.0,Centre-Back,Arsenal U18,-,in,Summer,,Premier League,2000,2000/2001,England,Arsenal,London Borough of Islington,51.54703495,-0.1016584495225962,,,
Arsenal FC,John Halls,18.0,Defensive Midfield,Arsenal U18,-,in,Summer,,Premier League,2000,2000/2001,England,Arsenal,London Borough of Islington,51.54703495,-0.1016584495225962,,,
Arsenal FC,Stuart Taylor,19.0,Goalkeeper,Arsenal Res.,-,in,Summer,,Premier League,2000,2000/2001,England,Arsenal,London Borough of Islington,51.54703495,-0.1016584495225962,,,
Arsenal FC,Graham Stack,18.0,Goalkeeper,Arsenal U18,-,in,Summer,,Premier League,2000,2000/2001,England,Arsenal,London Borough of Islington,51.54703495,-0.1016584495225962,,,
West Ham United,Anwar Uddin,18.0,Centre-Back,West Ham U18,-,in,Summer,,Premier League,2000,2000/2001,England,West Ham,London Borough of Newham,51.5300157,0.0293090787885137,,,
West Ham United,Daryl McMahon,17.0,Attacking Midfield,West Ham U18,-,in,Summer,,Premier League,2000,2000/2001,England,West Ham,London Borough of Newham,51.5300157,0.0293090787885137,,,
Sunderland AFC,Kevin Kyle,19.0,Centre-Forward,Sunderland Res.,-,in,Summer,,Premier League,2000,2000/2001,England,Sunderland,,,,,,
Manchester City,Terry Dunfield,18.0,Central Midfield,Man City U18,-,in,Summer,,Premier League,2000,2000/2001,England,Man City,Manchester,53.4794892,-2.2451148,,,
Manchester City,Dickson Etuhu,18.0,Defensive Midfield,Man City U18,-,in,Summer,,Premier League,2000,2000/2001,England,Man City,Manchester,53.4794892,-2.2451148,,,
Manchester City,Chris Shuker,18.0,Right Midfield,Man City U18,-,in,Summer,,Premier League,2000,2000/2001,England,Man City,Manchester,53.4794892,-2.2451148,,,
Southampton FC,Alan Blayney,18.0,Goalkeeper,Southampton U18,-,in,Summer,,Premier League,2000,2000/2001,England,Southampton,Southampton,50.9025349,-1.404189,,,
Southampton FC,Daniel Webb,16.0,Centre-Back,Southampton U18,-,in,Summer,,Premier League,2000,2000/2001,England,Southampton,Southampton,50.9025349,-1.404189,,,
Tottenham Hotspur,Johnnie Jackson,17.0,Central Midfield,Spurs U18,-,in,Summer,,Premier League,2000,2000/2001,England,Spurs,London Borough of Haringey,51.58792985,-0.10541771297992,,,
Tottenham Hotspur,Ciaran Toner,19.0,Central Midfield,Tottenham Res.,-,in,Summer,,Premier League,2000,2000/2001,England,Tottenham,London Borough of Haringey,51.58792985,-0.10541771297992,,,
Liverpool FC,Stephen Warnock,18.0,Left-Back,Liverpool Res.,-,in,Summer,,Premier League,2000,2000/2001,England,Liverpool,Liverpool,53.4071991,-2.99168,,,
Liverpool FC,Richie Partridge,19.0,Right Midfield,Liverpool U18,-,in,Summer,,Premier League,2000,2000/2001,England,Liverpool,Liverpool,53.4071991,-2.99168,,,
Liverpool FC,Alan Navarro,19.0,Defensive Midfield,Liverpool U18,-,in,Summer,,Premier League,2000,2000/2001,England,Liverpool,Liverpool,53.4071991,-2.99168,,,
Liverpool FC,Stephen Wright,20.0,Right-Back,Liverpool Res.,-,in,Summer,,Premier League,2000,2000/2001,England,Liverpool,Liverpool,53.4071991,-2.99168,,,
Everton FC,Kevin McLeod,19.0,Left Midfield,Everton U18,-,in,Summer,,Premier League,2000,2000/2001,England,Everton,Liverpool,53.4071991,-2.99168,,,
Everton FC,Ryan Valentine,17.0,Right-Back,Everton U18,-,in,Summer,,Premier League,2000,2000/2001,England,Everton,Liverpool,53.4071991,-2.99168,,,
Everton FC,Tony Hibbert,19.0,Right-Back,Everton U18,-,in,Summer,,Premier League,2000,2000/2001,England,Everton,Liverpool,53.4071991,-2.99168,,,
Derby County,Gary Twigg,16.0,Centre-Forward,Derby U18,-,in,Summer,,Premier League,2000,2000/2001,England,Derby,,,,,,
Derby County,Tonton Zola Moukoko,16.0,midfield,Derby U18,-,in,Winter,,Premier League,2000,2000/2001,England,Derby,,,,,,
Leicester City,Tommy Wright,16.0,Centre-Forward,Leicester U18,-,in,Summer,,Premier League,2001,2001/2002,England,Leicester,Leicester,52.6362,-1.1331969,,,
Leicester City,Martin Reeves,19.0,midfield,Leicester U18,-,in,Summer,,Premier League,2001,2001/2002,England,Leicester,Leicester,52.6362,-1.1331969,,,
Leicester City,Michael Price,18.0,Goalkeeper,Leicester U18,-,in,Summer,,Premier League,2001,2001/2002,England,Leicester,Leicester,52.6362,-1.1331969,,,
Manchester United,Kieran Richardson,16.0,Left-Back,West Ham U18,free transfer,in,Summer,0.0,Premier League,2001,2001/2002,England,West Ham,"Trafford, Greater Manchester",53.41893605,-2.359297161165271,,,
Manchester United,Mark Lynch,19.0,Right-Back,Man Utd U18,-,in,Summer,,Premier League,2001,2001/2002,England,Man Utd,"Trafford, Greater Manchester",53.41893605,-2.359297161165271,,,
Manchester United,Darren Fletcher,17.0,Central Midfield,Man Utd U18,-,in,Summer,,Premier League,2001,2001/2002,England,Man Utd,"Trafford, Greater Manchester",53.41893605,-2.359297161165271,,,
Manchester United,John O'Shea,20.0,Centre-Back,Man Utd Res.,-,in,Summer,,Premier League,2001,2001/2002,England,Man Utd,"Trafford, Greater Manchester",53.41893605,-2.359297161165271,,,
Manchester United,Eddie Johnson,16.0,Centre-Forward,Man Utd U18,-,in,Summer,,Premier League,2001,2001/2002,England,Man Utd,"Trafford, Greater Manchester",53.41893605,-2.359297161165271,,,
Manchester United,Ben Muirhead,18.0,Centre-Forward,Man Utd U18,-,in,Summer,,Premier League,2001,2001/2002,England,Man Utd,"Trafford, Greater Manchester",53.41893605,-2.359297161165271,,,
Manchester United,Matthew Williams,18.0,Centre-Forward,Man Utd U18,-,in,Summer,,Premier League,2001,2001/2002,England,Man Utd,"Trafford, Greater Manchester",53.41893605,-2.359297161165271,,,
Manchester United,David Poole,16.0,Right Winger,Man Utd U18,-,in,Summer,,Premier League,2001,2001/2002,England,Man Utd,"Trafford, Greater Manchester",53.41893605,-2.359297161165271,,,
Newcastle United,Michael Chopra,17.0,Centre-Forward,Newcastle U18,-,in,Summer,,Premier League,2001,2001/2002,England,Newcastle,Newcastle upon Tyne,54.9738474,-1.6131572,,,
Newcastle United,Richard Offiong,17.0,Centre-Forward,Newcastle U18,-,in,Summer,,Premier League,2001,2001/2002,England,Newcastle,Newcastle upon Tyne,54.9738474,-1.6131572,,,
Newcastle United,David Cowan,19.0,Right-Back,Newcastle U18,-,in,Summer,,Premier League,2001,2001/2002,England,Newcastle,Newcastle upon Tyne,54.9738474,-1.6131572,,,
Ipswich Town,Darren Bent,17.0,Centre-Forward,Ipswich U18,-,in,Summer,,Premier League,2001,2001/2002,England,Ipswich,,,,,,
Ipswich Town,Lee Beevers,17.0,Right-Back,Ipswich U18,-,in,Summer,,Premier League,2001,2001/2002,England,Ipswich,,,,,,
Ipswich Town,Alan Connell,18.0,Centre-Forward,Ipswich U18,-,in,Summer,,Premier League,2001,2001/2002,England,Ipswich,,,,,,
Ipswich Town,Darren Ambrose,17.0,Left Midfield,Ipswich U18,-,in,Summer,,Premier League,2001,2001/2002,England,Ipswich,,,,,,
Middlesbrough FC,David Murphy,17.0,Left-Back,Boro U18,-,in,Summer,,Premier League,2001,2001/2002,England,Boro,,,,,,
Chelsea FC,Joel Kitamirike,17.0,Centre-Back,Chelsea U18,-,in,Summer,,Premier League,2001,2001/2002,England,Chelsea,London Borough of Hammersmith and Fulham,51.4983142,-0.2278781835822244,,,
Chelsea FC,Carlton Cole,17.0,Centre-Forward,Chelsea U18,-,in,Summer,,Premier League,2001,2001/2002,England,Chelsea,London Borough of Hammersmith and Fulham,51.4983142,-0.2278781835822244,,,
Aston Villa,Rob Edwards,18.0,Centre-Back,Aston Villa U18,-,in,Summer,,Premier League,2001,2001/2002,England,Aston Villa,"Aston, Birmingham",52.5006916,-1.8841916,"Aston, Birmingham",52.5006916,-1.8841916
Aston Villa,David Scullion,17.0,Right Midfield,Aston Villa U18,-,in,Summer,,Premier League,2001,2001/2002,England,Aston Villa,"Aston, Birmingham",52.5006916,-1.8841916,"Aston, Birmingham",52.5006916,-1.8841916
Leeds United,Frazer Richardson,18.0,Right-Back,Leeds U18,-,in,Summer,,Premier League,2001,2001/2002,England,Leeds,Leeds,53.7974185,-1.5437941,,,
Leeds United,Caleb Folan,18.0,Centre-Forward,Leeds U18,-,in,Summer,,Premier League,2001,2001/2002,England,Leeds,Leeds,53.7974185,-1.5437941,,,
Arsenal FC,Juan,19.0,Attacking Midfield,FC São Paulo B,€350Th.,in,Summer,0.35,Premier League,2001,2001/2002,England,FC São Paulo,London Borough of Islington,51.54703495,-0.1016584495225962,,,
Arsenal FC,Nicky Nicolau,17.0,Left Midfield,Arsenal U18,-,in,Summer,,Premier League,2001,2001/2002,England,Arsenal,London Borough of Islington,51.54703495,-0.1016584495225962,,,
Arsenal FC,Moritz Volz,18.0,Right-Back,Arsenal U18,-,in,Summer,,Premier League,2001,2001/2002,England,Arsenal,London Borough of Islington,51.54703495,-0.1016584495225962,,,
Arsenal FC,Jermaine Pennant,18.0,Right Winger,Arsenal U18,-,in,Summer,,Premier League,2001,2001/2002,England,Arsenal,London Borough of Islington,51.54703495,-0.1016584495225962,,,
Arsenal FC,Jérémie Aliadière,18.0,Centre-Forward,Arsenal U18,-,in,Summer,,Premier League,2001,2001/2002,England,Arsenal,London Borough of Islington,51.54703495,-0.1016584495225962,,,
Arsenal FC,Rohan Ricketts,18.0,Attacking Midfield,Arsenal U18,-,in,Summer,,Premier League,2001,2001/2002,England,Arsenal,London Borough of Islington,51.54703495,-0.1016584495225962,,,
Bolton Wanderers,Jonathan Walters,17.0,Right Winger,Blackburn U18,€50Th.,in,Summer,0.05,Premier League,2001,2001/2002,England,Blackburn,,,,,,
Bolton Wanderers,Wayne Buchanan,19.0,Centre-Back,Bolton U18,-,in,Summer,,Premier League,2001,2001/2002,England,Bolton,,,,,,
Bolton Wanderers,Ciaran Ryan,18.0,midfield,Bolton U18,-,in,Summer,,Premier League,2001,2001/2002,England,Bolton,,,,,,
Sunderland AFC,Cliff Byrne,19.0,Right-Back,Sunderland U18,-,in,Summer,,Premier League,2001,2001/2002,England,Sunderland,,,,,,
Southampton FC,Scott McDonald,17.0,Centre-Forward,Southampton U18,-,in,Summer,,Premier League,2001,2001/2002,England,Southampton,Southampton,50.9025349,-1.404189,,,
Southampton FC,Michael Green,16.0,Right-Back,Southampton U18,-,in,Summer,,Premier League,2001,2001/2002,England,Southampton,Southampton,50.9025349,-1.404189,,,
Tottenham Hotspur,Rob Burch,17.0,Goalkeeper,Spurs U18,-,in,Summer,,Premier League,2001,2001/2002,England,Spurs,London Borough of Haringey,51.58792985,-0.10541771297992,,,
Tottenham Hotspur,Danny Foster,16.0,Right-Back,Spurs U18,-,in,Summer,,Premier League,2001,2001/2002,England,Spurs,London Borough of Haringey,51.58792985,-0.10541771297992,,,
Everton FC,Nick Chadwick,18.0,Centre-Forward,Everton U18,-,in,Summer,,Premier League,2001,2001/2002,England,Everton,Liverpool,53.4071991,-2.99168,,,
Derby County,Lilian Martin,30.0,Right-Back,Marseille B,?,out,Summer,,Premier League,2001,2001/2002,England,Marseille,,,,,,
Leicester City,Jon Stevenson,19.0,Centre-Forward,Leicester Res.,-,in,Winter,,Premier League,2001,2001/2002,England,Leicester,Leicester,52.6362,-1.1331969,,,
Fulham FC,Stuart Noble,18.0,Centre-Forward,Fulham U18,-,in,Winter,,Premier League,2001,2001/2002,England,Fulham,London Borough of Hammersmith and Fulham,51.4983142,-0.2278781835822244,,,
Everton FC,Peter Clarke,19.0,Centre-Back,Everton Res.,-,in,Winter,,Premier League,2001,2001/2002,England,Everton,Liverpool,53.4071991,-2.99168,,,
Arsenal FC,Ryan Garry,18.0,Centre-Back,Arsenal U18,-,in,Summer,,Premier League,2002,2002/2003,England,Arsenal,London Borough of Islington,51.54703495,-0.1016584495225962,,,
Liverpool FC,Anthony Le Tallec,17.0,Centre-Forward,Le Havre U19,€2.50m,in,Summer,2.5,Premier League,2002,2002/2003,England,Le Havre,Liverpool,53.4071991,-2.99168,,,
Liverpool FC,Michael Foley-Sheridan,19.0,Central Midfield,Liverpool U18,-,in,Summer,,Premier League,2002,2002/2003,England,Liverpool,Liverpool,53.4071991,-2.99168,,,
Liverpool FC,Neil Mellor,19.0,Centre-Forward,Liverpool U18,-,in,Summer,,Premier League,2002,2002/2003,England,Liverpool,Liverpool,53.4071991,-2.99168,,,
Liverpool FC,Jon Otsemobor,19.0,Right-Back,Liverpool U18,-,in,Summer,,Premier League,2002,2002/2003,England,Liverpool,Liverpool,53.4071991,-2.99168,,,
Liverpool FC,Danny O'Donnell,16.0,Centre-Back,Liverpool U18,-,in,Summer,,Premier League,2002,2002/2003,England,Liverpool,Liverpool,53.4071991,-2.99168,,,
Manchester United,Danny Pugh,19.0,Left-Back,Man Utd Res.,-,in,Summer,,Premier League,2002,2002/2003,England,Man Utd,"Trafford, Greater Manchester",53.41893605,-2.359297161165271,,,
Manchester United,Mads Timm,17.0,Second Striker,Man Utd U18,-,in,Summer,,Premier League,2002,2002/2003,England,Man Utd,"Trafford, Greater Manchester",53.41893605,-2.359297161165271,,,
Newcastle United,Aaron Labonte,18.0,Centre-Back,Newcastle U18,-,in,Summer,,Premier League,2002,2002/2003,England,Newcastle,Newcastle upon Tyne,54.9738474,-1.6131572,,,
Newcastle United,Bradley Orr,19.0,Centre-Back,Newcastle U18,-,in,Summer,,Premier League,2002,2002/2003,England,Newcastle,Newcastle upon Tyne,54.9738474,-1.6131572,,,
Newcastle United,Calvin Zola,17.0,Centre-Forward,Newcastle U18,-,in,Summer,,Premier League,2002,2002/2003,England,Newcastle,Newcastle upon Tyne,54.9738474,-1.6131572,,,
Leeds United,Simon Johnson,19.0,Centre-Forward,Leeds U18,-,in,Summer,,Premier League,2002,2002/2003,England,Leeds,Leeds,53.7974185,-1.5437941,,,
Leeds United,Matthew Kilgallon,18.0,Centre-Back,Leeds U18,-,in,Summer,,Premier League,2002,2002/2003,England,Leeds,Leeds,53.7974185,-1.5437941,,,
Leeds United,James Milner,16.0,Central Midfield,Leeds U18,-,in,Summer,,Premier League,2002,2002/2003,England,Leeds,Leeds,53.7974185,-1.5437941,,,
Leeds United,Tom Newey,19.0,Left-Back,Leeds U18,-,in,Summer,,Premier League,2002,2002/2003,England,Leeds,Leeds,53.7974185,-1.5437941,,,
Leeds United,Craig Farrell,19.0,Centre-Forward,Leeds U18,-,in,Summer,,Premier League,2002,2002/2003,England,Leeds,Leeds,53.7974185,-1.5437941,,,
